3.881579
	
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	AUC	AUC	AUC	AUC	AUC
yeast.mat	QSMOTE	0.819296	0.795605	0.810939	0.799665	0.815066
yeast.mat	B-SMOTE	0.806022	0.795505	0.785112	0.673147	0.779011
yeast.mat	ADAYSN	0.809291	0.794597	0.811205	0.735873	0.809185
yeast.mat	MSMOTE	0.826941	0.788109	0.815470	0.747754	0.813572
yeast.mat	MWMOTE	0.807758	0.787183	0.810861	0.787077	0.800172
yeast.mat	SMOTE	0.829424	0.797281	0.827946	0.778929	0.822859
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	average	average	average	average	average
yeast.mat	QSMOTE	0.805135	0.856284	0.820878	0.871081	0.826667
yeast.mat	B-SMOTE	0.871374	0.862928	0.870338	0.834369	0.869595
yeast.mat	ADAYSN	0.822545	0.858243	0.850901	0.855113	0.849662
yeast.mat	MSMOTE	0.826509	0.827748	0.826914	0.832635	0.828446
yeast.mat	MWMOTE	0.766059	0.824685	0.808333	0.861712	0.793536
yeast.mat	SMOTE	0.823333	0.831802	0.825338	0.837950	0.823964
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	TP	TP	TP	TP	TP
yeast.mat	QSMOTE	0.843111	0.693556	0.794222	0.679556	0.795556
yeast.mat	B-SMOTE	0.696111	0.682111	0.641778	0.402000	0.626667
yeast.mat	ADAYSN	0.787000	0.687556	0.744444	0.535333	0.741111
yeast.mat	MSMOTE	0.827667	0.721444	0.796222	0.605000	0.788556
yeast.mat	MWMOTE	0.877889	0.724111	0.815111	0.661556	0.811333
yeast.mat	SMOTE	0.839667	0.739222	0.832333	0.679667	0.821000
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	FP	FP	FP	FP	FP
yeast.mat	QSMOTE	0.204520	0.102345	0.172345	0.080226	0.165424
yeast.mat	B-SMOTE	0.084068	0.091102	0.071554	0.055706	0.068644
yeast.mat	ADAYSN	0.168418	0.098362	0.122034	0.063588	0.122740
yeast.mat	MSMOTE	0.173785	0.145226	0.165282	0.109492	0.161412
yeast.mat	MWMOTE	0.262373	0.149746	0.193390	0.087401	0.210989
yeast.mat	SMOTE	0.180819	0.144661	0.176441	0.121808	0.175282
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	Precision	Precision	Precision	Precision	Precision
yeast.mat	QSMOTE	0.511620	0.635405	0.547434	0.688877	0.556302
yeast.mat	B-SMOTE	0.679420	0.659536	0.700646	0.647511	0.703745
yeast.mat	ADAYSN	0.544153	0.643608	0.614583	0.683745	0.611559
yeast.mat	MSMOTE	0.550227	0.559805	0.554271	0.586760	0.556351
yeast.mat	MWMOTE	0.460801	0.554335	0.520084	0.659727	0.496153
yeast.mat	SMOTE	0.544056	0.567296	0.547597	0.591417	0.545588
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	G_mean	G_mean	G_mean	G_mean	G_mean
yeast.mat	QSMOTE	0.818320	0.788273	0.809266	0.788329	0.813521
yeast.mat	B-SMOTE	0.797931	0.786025	0.769570	0.610174	0.762186
yeast.mat	ADAYSN	0.808294	0.786309	0.806992	0.705205	0.804397
yeast.mat	MSMOTE	0.826633	0.784443	0.814435	0.731160	0.812553
yeast.mat	MWMOTE	0.804377	0.783849	0.809920	0.773129	0.798806
yeast.mat	SMOTE	0.828960	0.794556	0.827510	0.769935	0.822505
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	F_measure	F_measure	F_measure	F_measure	F_measure
yeast.mat	QSMOTE	0.636324	0.661533	0.644689	0.679613	0.651823
yeast.mat	B-SMOTE	0.686803	0.667786	0.665363	0.490694	0.659454
yeast.mat	ADAYSN	0.642433	0.662490	0.669653	0.596718	0.666145
yeast.mat	MSMOTE	0.660168	0.629204	0.651775	0.592184	0.651179
yeast.mat	MWMOTE	0.603881	0.626421	0.633338	0.655370	0.614120
yeast.mat	SMOTE	0.659301	0.640865	0.659645	0.628342	0.654712
