8.600000
3	4	
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	AUC	AUC	AUC	AUC	AUC
ecoli3.mat	QSMOTE	0.889092	0.708538	0.885880	0.884053	0.889258
ecoli3.mat	B-SMOTE	0.875637	0.720155	0.842436	0.889922	0.807076
ecoli3.mat	ADAYSN	0.887940	0.756312	0.868793	0.876955	0.861606
ecoli3.mat	MSMOTE	0.878583	0.767453	0.878117	0.843367	0.863267
ecoli3.mat	MWMOTE	0.818394	0.765271	0.858295	0.871207	0.859247
ecoli3.mat	SMOTE	0.891207	0.790244	0.869535	0.879900	0.863411
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	average	average	average	average	average
ecoli3.mat	QSMOTE	0.869147	0.887202	0.886012	0.860119	0.892063
ecoli3.mat	B-SMOTE	0.916667	0.890675	0.925794	0.881944	0.919742
ecoli3.mat	ADAYSN	0.876885	0.898909	0.878770	0.871528	0.887004
ecoli3.mat	MSMOTE	0.894048	0.902282	0.915079	0.898810	0.912599
ecoli3.mat	MWMOTE	0.771131	0.795833	0.774008	0.791865	0.793056
ecoli3.mat	SMOTE	0.875198	0.889583	0.884623	0.886607	0.893254
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	TP	TP	TP	TP	TP
ecoli3.mat	QSMOTE	0.914286	0.482857	0.885714	0.914286	0.885714
ecoli3.mat	B-SMOTE	0.823810	0.504762	0.737143	0.900000	0.664762
ecoli3.mat	ADAYSN	0.901905	0.576190	0.856190	0.883810	0.829524
ecoli3.mat	MSMOTE	0.859048	0.597143	0.831429	0.773333	0.800952
ecoli3.mat	MWMOTE	0.878095	0.726667	0.964762	0.971429	0.942857
ecoli3.mat	SMOTE	0.911429	0.664762	0.850476	0.871429	0.825714
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	FP	FP	FP	FP	FP
ecoli3.mat	QSMOTE	0.136102	0.065781	0.113953	0.146179	0.107198
ecoli3.mat	B-SMOTE	0.072536	0.064452	0.052270	0.120155	0.050609
ecoli3.mat	ADAYSN	0.126024	0.063566	0.118605	0.129900	0.106312
ecoli3.mat	MSMOTE	0.101883	0.062237	0.075194	0.086600	0.074419
ecoli3.mat	MWMOTE	0.241307	0.196124	0.248173	0.229014	0.224363
ecoli3.mat	SMOTE	0.129014	0.084275	0.111406	0.111628	0.098893
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	Precision	Precision	Precision	Precision	Precision
ecoli3.mat	QSMOTE	0.449553	0.424822	0.494503	0.428793	0.515213
ecoli3.mat	B-SMOTE	0.579992	0.486037	0.633311	0.488282	0.607188
ecoli3.mat	ADAYSN	0.466888	0.538091	0.477107	0.452304	0.490210
ecoli3.mat	MSMOTE	0.508836	0.545886	0.584605	0.540118	0.565739
ecoli3.mat	MWMOTE	0.303621	0.313134	0.321442	0.336916	0.338030
ecoli3.mat	SMOTE	0.460608	0.497034	0.471191	0.494757	0.492516
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	G_mean	G_mean	G_mean	G_mean	G_mean
ecoli3.mat	QSMOTE	0.887033	0.612539	0.883957	0.881848	0.887134
ecoli3.mat	B-SMOTE	0.870949	0.648001	0.827114	0.886775	0.783217
ecoli3.mat	ADAYSN	0.886064	0.724768	0.863307	0.875387	0.852525
ecoli3.mat	MSMOTE	0.874725	0.739646	0.872589	0.834296	0.853388
ecoli3.mat	MWMOTE	0.812629	0.754218	0.849790	0.864422	0.852841
ecoli3.mat	SMOTE	0.888858	0.773341	0.864580	0.877300	0.854884
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	F_measure	F_measure	F_measure	F_measure	F_measure
ecoli3.mat	QSMOTE	0.598751	0.440579	0.627338	0.580549	0.642304
ecoli3.mat	B-SMOTE	0.675357	0.480654	0.671262	0.622839	0.621971
ecoli3.mat	ADAYSN	0.610325	0.543481	0.602544	0.595008	0.605832
ecoli3.mat	MSMOTE	0.631226	0.558367	0.675246	0.619439	0.653266
ecoli3.mat	MWMOTE	0.447812	0.431087	0.478818	0.498295	0.493735
ecoli3.mat	SMOTE	0.606873	0.559272	0.602280	0.623534	0.610916
