2.057143
1	
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	AUC	AUC	AUC	AUC	AUC
glass0.mat	QSMOTE	0.775000	0.765595	0.728214	0.702143	0.767738
glass0.mat	B-SMOTE	0.769881	0.742857	0.731786	0.679762	0.741310
glass0.mat	ADAYSN	0.769405	0.734643	0.724167	0.701071	0.752262
glass0.mat	MSMOTE	0.757976	0.719405	0.731190	0.680238	0.749167
glass0.mat	MWMOTE	0.776905	0.752500	0.730833	0.702976	0.731786
glass0.mat	SMOTE	0.756071	0.754762	0.749762	0.713214	0.741429
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	average	average	average	average	average
glass0.mat	QSMOTE	0.725238	0.772222	0.662381	0.631429	0.736349
glass0.mat	B-SMOTE	0.718730	0.762063	0.694286	0.615873	0.730000
glass0.mat	ADAYSN	0.714921	0.752857	0.672222	0.632222	0.730952
glass0.mat	MSMOTE	0.693810	0.722540	0.649524	0.623175	0.697619
glass0.mat	MWMOTE	0.730317	0.765556	0.685397	0.635873	0.713651
glass0.mat	SMOTE	0.692857	0.748571	0.677619	0.644127	0.699524
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	TP	TP	TP	TP	TP
glass0.mat	QSMOTE	0.924286	0.745714	0.925714	0.914286	0.861905
glass0.mat	B-SMOTE	0.923333	0.685238	0.844286	0.871429	0.775238
glass0.mat	ADAYSN	0.932857	0.680000	0.880000	0.907619	0.816190
glass0.mat	MSMOTE	0.950476	0.710000	0.976190	0.851429	0.903810
glass0.mat	MWMOTE	0.916667	0.713333	0.867143	0.904286	0.786190
glass0.mat	SMOTE	0.945714	0.773333	0.966190	0.920476	0.867143
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	FP	FP	FP	FP	FP
glass0.mat	QSMOTE	0.374286	0.214524	0.469286	0.510000	0.326429
glass0.mat	B-SMOTE	0.383571	0.199524	0.380714	0.511905	0.292619
glass0.mat	ADAYSN	0.394048	0.210714	0.431667	0.505476	0.311667
glass0.mat	MSMOTE	0.434524	0.271190	0.513810	0.490952	0.405476
glass0.mat	MWMOTE	0.362857	0.208333	0.405476	0.498333	0.322619
glass0.mat	SMOTE	0.433571	0.263810	0.466667	0.494048	0.384286
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	Precision	Precision	Precision	Precision	Precision
glass0.mat	QSMOTE	0.583749	0.667721	0.543430	0.540293	0.613095
glass0.mat	B-SMOTE	0.568305	0.666066	0.557686	0.532062	0.606254
glass0.mat	ADAYSN	0.563023	0.647964	0.540931	0.541989	0.607309
glass0.mat	MSMOTE	0.567455	0.615179	0.539154	0.537526	0.578526
glass0.mat	MWMOTE	0.584620	0.664510	0.553831	0.543357	0.592948
glass0.mat	SMOTE	0.555480	0.624311	0.557843	0.548476	0.578302
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	G_mean	G_mean	G_mean	G_mean	G_mean
glass0.mat	QSMOTE	0.751429	0.759030	0.677894	0.631634	0.753364
glass0.mat	B-SMOTE	0.748351	0.733705	0.713829	0.605592	0.733429
glass0.mat	ADAYSN	0.742129	0.725070	0.691442	0.631301	0.741330
glass0.mat	MSMOTE	0.717301	0.705331	0.660087	0.612818	0.719947
glass0.mat	MWMOTE	0.757918	0.743728	0.707534	0.636222	0.723578
glass0.mat	SMOTE	0.720226	0.747349	0.696074	0.648313	0.719395
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	F_measure	F_measure	F_measure	F_measure	F_measure
glass0.mat	QSMOTE	0.701636	0.688122	0.666980	0.648237	0.700747
glass0.mat	B-SMOTE	0.694367	0.659710	0.659251	0.623436	0.665907
glass0.mat	ADAYSN	0.692900	0.647321	0.656180	0.647144	0.680172
glass0.mat	MSMOTE	0.690725	0.631887	0.676305	0.618097	0.687158
glass0.mat	MWMOTE	0.702915	0.670354	0.662049	0.647390	0.661047
glass0.mat	SMOTE	0.685328	0.677201	0.688515	0.658505	0.675984
