1.865672
	
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	AUC	AUC	AUC	AUC	AUC
pima.mat	QSMOTE	0.705113	0.695302	0.753698	0.737170	0.747585
pima.mat	B-SMOTE	0.704698	0.681340	0.745057	0.726962	0.738170
pima.mat	ADAYSN	0.713151	0.700660	0.738415	0.721528	0.738075
pima.mat	MSMOTE	0.715604	0.670566	0.726528	0.715981	0.736962
pima.mat	MWMOTE	0.716000	0.675736	0.749019	0.722377	0.750132
pima.mat	SMOTE	0.708472	0.689415	0.741491	0.728736	0.756038
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	average	average	average	average	average
pima.mat	QSMOTE	0.677124	0.707190	0.756863	0.750327	0.747712
pima.mat	B-SMOTE	0.692810	0.709804	0.759477	0.745098	0.751634
pima.mat	ADAYSN	0.708497	0.728105	0.764706	0.743791	0.760784
pima.mat	MSMOTE	0.716340	0.698039	0.750327	0.741176	0.758170
pima.mat	MWMOTE	0.690196	0.675817	0.743791	0.722876	0.746405
pima.mat	SMOTE	0.695425	0.700654	0.749020	0.745098	0.763399
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	TP	TP	TP	TP	TP
pima.mat	QSMOTE	0.796226	0.656604	0.743396	0.694340	0.747170
pima.mat	B-SMOTE	0.743396	0.588679	0.698113	0.667925	0.694340
pima.mat	ADAYSN	0.728302	0.611321	0.652830	0.649057	0.664151
pima.mat	MSMOTE	0.713208	0.581132	0.649057	0.633962	0.667925
pima.mat	MWMOTE	0.800000	0.675472	0.766038	0.720755	0.762264
pima.mat	SMOTE	0.750943	0.652830	0.716981	0.675472	0.732075
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	FP	FP	FP	FP	FP
pima.mat	QSMOTE	0.386000	0.266000	0.236000	0.220000	0.252000
pima.mat	B-SMOTE	0.334000	0.226000	0.208000	0.214000	0.218000
pima.mat	ADAYSN	0.302000	0.210000	0.176000	0.206000	0.188000
pima.mat	MSMOTE	0.282000	0.240000	0.196000	0.202000	0.194000
pima.mat	MWMOTE	0.368000	0.324000	0.268000	0.276000	0.262000
pima.mat	SMOTE	0.334000	0.274000	0.234000	0.218000	0.220000
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	Precision	Precision	Precision	Precision	Precision
pima.mat	QSMOTE	0.525493	0.567354	0.628389	0.625177	0.614153
pima.mat	B-SMOTE	0.541197	0.584648	0.641304	0.623813	0.629875
pima.mat	ADAYSN	0.564331	0.606656	0.662796	0.624973	0.653853
pima.mat	MSMOTE	0.573272	0.572154	0.637685	0.626179	0.646904
pima.mat	MWMOTE	0.537320	0.525889	0.605741	0.580652	0.609740
pima.mat	SMOTE	0.544581	0.558232	0.620053	0.624051	0.640230
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	G_mean	G_mean	G_mean	G_mean	G_mean
pima.mat	QSMOTE	0.696944	0.693537	0.753301	0.735557	0.747144
pima.mat	B-SMOTE	0.702827	0.674413	0.742826	0.724410	0.736158
pima.mat	ADAYSN	0.709360	0.693761	0.732549	0.717444	0.733939
pima.mat	MSMOTE	0.714278	0.662291	0.721912	0.710553	0.733495
pima.mat	MWMOTE	0.708619	0.672338	0.747847	0.722097	0.749581
pima.mat	SMOTE	0.706401	0.688182	0.740021	0.726569	0.755219
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	F_measure	F_measure	F_measure	F_measure	F_measure
pima.mat	QSMOTE	0.631226	0.608166	0.680333	0.657762	0.673353
pima.mat	B-SMOTE	0.625810	0.585532	0.667729	0.644928	0.659621
pima.mat	ADAYSN	0.632612	0.607907	0.656928	0.636502	0.658297
pima.mat	MSMOTE	0.634417	0.572485	0.642849	0.628994	0.656899
pima.mat	MWMOTE	0.641127	0.588584	0.675240	0.642939	0.676716
pima.mat	SMOTE	0.630631	0.601626	0.663931	0.648138	0.682349
