1.865672
	
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	AUC	AUC	AUC	AUC	AUC
pima.mat	QSMOTE	0.711654	0.682421	0.751394	0.736311	0.751799
pima.mat	B-SMOTE	0.705655	0.681558	0.744176	0.727387	0.741002
pima.mat	ADAYSN	0.708652	0.680462	0.739479	0.722377	0.743150
pima.mat	MSMOTE	0.719541	0.678413	0.733221	0.700197	0.734279
pima.mat	MWMOTE	0.702625	0.668330	0.750840	0.728301	0.749430
pima.mat	SMOTE	0.698739	0.674654	0.732929	0.723287	0.735493
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	average	average	average	average	average
pima.mat	QSMOTE	0.683704	0.698736	0.753813	0.749630	0.750980
pima.mat	B-SMOTE	0.692941	0.702092	0.756819	0.744880	0.754641
pima.mat	ADAYSN	0.701264	0.704793	0.764357	0.745054	0.765447
pima.mat	MSMOTE	0.711285	0.695468	0.740915	0.719346	0.741176
pima.mat	MWMOTE	0.680479	0.675294	0.747756	0.731198	0.746144
pima.mat	SMOTE	0.664619	0.680392	0.711939	0.719390	0.713900
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	TP	TP	TP	TP	TP
pima.mat	QSMOTE	0.802642	0.629308	0.743522	0.692956	0.754465
pima.mat	B-SMOTE	0.747044	0.614717	0.703019	0.670440	0.696604
pima.mat	ADAYSN	0.732704	0.601258	0.658491	0.648553	0.670566
pima.mat	MSMOTE	0.746415	0.622893	0.708176	0.637862	0.711824
pima.mat	MWMOTE	0.774717	0.645660	0.760881	0.718868	0.760126
pima.mat	SMOTE	0.809811	0.655975	0.801258	0.735975	0.805786
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	FP	FP	FP	FP	FP
pima.mat	QSMOTE	0.379333	0.264467	0.240733	0.220333	0.250867
pima.mat	B-SMOTE	0.335733	0.251600	0.214667	0.215667	0.214600
pima.mat	ADAYSN	0.315400	0.240333	0.179533	0.203800	0.184267
pima.mat	MSMOTE	0.307333	0.266067	0.241733	0.237467	0.243267
pima.mat	MWMOTE	0.369467	0.309000	0.259200	0.262267	0.261267
pima.mat	SMOTE	0.412333	0.306667	0.335400	0.289400	0.334800
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	Precision	Precision	Precision	Precision	Precision
pima.mat	QSMOTE	0.532513	0.560970	0.623656	0.624408	0.617559
pima.mat	B-SMOTE	0.541673	0.568894	0.636044	0.622704	0.633772
pima.mat	ADAYSN	0.553915	0.572969	0.661087	0.627375	0.660496
pima.mat	MSMOTE	0.565311	0.558460	0.611743	0.591644	0.611677
pima.mat	MWMOTE	0.529045	0.528231	0.612050	0.592467	0.609735
pima.mat	SMOTE	0.511754	0.534411	0.560543	0.577826	0.563208
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	G_mean	G_mean	G_mean	G_mean	G_mean
pima.mat	QSMOTE	0.703887	0.678842	0.750994	0.734701	0.751411
pima.mat	B-SMOTE	0.703738	0.676450	0.742462	0.725002	0.738983
pima.mat	ADAYSN	0.705216	0.674299	0.734154	0.718143	0.739077
pima.mat	MSMOTE	0.716896	0.673746	0.731434	0.696132	0.732927
pima.mat	MWMOTE	0.697135	0.665939	0.750190	0.727927	0.748788
pima.mat	SMOTE	0.688237	0.672363	0.728441	0.722636	0.730524
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	F_measure	F_measure	F_measure	F_measure	F_measure
pima.mat	QSMOTE	0.638493	0.591334	0.677588	0.656751	0.678414
pima.mat	B-SMOTE	0.627395	0.588489	0.667155	0.645529	0.662888
pima.mat	ADAYSN	0.628327	0.584831	0.658852	0.637470	0.664718
pima.mat	MSMOTE	0.641267	0.586041	0.654553	0.611777	0.656374
pima.mat	MWMOTE	0.627310	0.579061	0.677418	0.649296	0.675725
pima.mat	SMOTE	0.626014	0.586914	0.658522	0.646384	0.661590
