1.379310
	
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	AUC	AUC	AUC	AUC	AUC
bupa.mat	QSMOTE	0.683466	0.612239	0.643098	0.555170	0.643882
bupa.mat	B-SMOTE	0.625693	0.622181	0.627086	0.536693	0.639063
bupa.mat	ADAYSN	0.646638	0.629655	0.657328	0.606552	0.650172
bupa.mat	MSMOTE	0.654144	0.627891	0.630098	0.520534	0.636397
bupa.mat	MWMOTE	0.655914	0.624448	0.669448	0.546520	0.663770
bupa.mat	SMOTE	0.653284	0.634092	0.607994	0.540175	0.614787
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	average	average	average	average	average
bupa.mat	QSMOTE	0.672657	0.618551	0.650628	0.513720	0.645894
bupa.mat	B-SMOTE	0.603768	0.626377	0.609855	0.492077	0.625024
bupa.mat	ADAYSN	0.678261	0.637681	0.684058	0.576812	0.672464
bupa.mat	MSMOTE	0.636425	0.628599	0.620676	0.482029	0.625121
bupa.mat	MWMOTE	0.643865	0.628309	0.667729	0.505121	0.660193
bupa.mat	SMOTE	0.646570	0.632271	0.586473	0.498937	0.594203
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	TP	TP	TP	TP	TP
bupa.mat	QSMOTE	0.751264	0.572644	0.595862	0.815172	0.631264
bupa.mat	B-SMOTE	0.763218	0.595862	0.735172	0.816552	0.727126
bupa.mat	ADAYSN	0.448276	0.579310	0.489655	0.793103	0.510345
bupa.mat	MSMOTE	0.765287	0.623448	0.689195	0.762069	0.707126
bupa.mat	MWMOTE	0.731494	0.600230	0.680230	0.806207	0.686207
bupa.mat	SMOTE	0.695402	0.645517	0.742989	0.798851	0.743908
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	FP	FP	FP	FP	FP
bupa.mat	QSMOTE	0.384333	0.348167	0.309667	0.704833	0.343500
bupa.mat	B-SMOTE	0.511833	0.351500	0.481000	0.743167	0.449000
bupa.mat	ADAYSN	0.155000	0.320000	0.175000	0.580000	0.210000
bupa.mat	MSMOTE	0.457000	0.367667	0.429000	0.721000	0.434333
bupa.mat	MWMOTE	0.419667	0.351333	0.341333	0.713167	0.358667
bupa.mat	SMOTE	0.388833	0.377333	0.527000	0.718500	0.514333
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	Precision	Precision	Precision	Precision	Precision
bupa.mat	QSMOTE	0.587499	0.549509	0.587351	0.455741	0.574766
bupa.mat	B-SMOTE	0.519471	0.555862	0.525210	0.442227	0.539149
bupa.mat	ADAYSN	0.687343	0.569532	0.671611	0.497989	0.638826
bupa.mat	MSMOTE	0.549478	0.556793	0.539678	0.431954	0.541985
bupa.mat	MWMOTE	0.560348	0.558863	0.590853	0.450226	0.580127
bupa.mat	SMOTE	0.568340	0.557810	0.509643	0.444941	0.514794
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	G_mean	G_mean	G_mean	G_mean	G_mean
bupa.mat	QSMOTE	0.678358	0.607694	0.639236	0.485519	0.642120
bupa.mat	B-SMOTE	0.608581	0.613744	0.613794	0.456589	0.630846
bupa.mat	ADAYSN	0.613854	0.625646	0.633324	0.573944	0.634203
bupa.mat	MSMOTE	0.643526	0.620868	0.609032	0.450857	0.621100
bupa.mat	MWMOTE	0.649225	0.619209	0.665168	0.472899	0.660975
bupa.mat	SMOTE	0.649288	0.626793	0.578492	0.458065	0.591284
		KNN	DT	SVM	NaiveB	LogitR
DataSet	Method	F_measure	F_measure	F_measure	F_measure	F_measure
bupa.mat	QSMOTE	0.658175	0.557433	0.589073	0.583547	0.599939
bupa.mat	B-SMOTE	0.617327	0.569020	0.610706	0.573348	0.618004
bupa.mat	ADAYSN	0.539611	0.572462	0.563370	0.610579	0.566626
bupa.mat	MSMOTE	0.639050	0.582342	0.594144	0.549180	0.606546
bupa.mat	MWMOTE	0.632953	0.574478	0.629016	0.576072	0.627025
bupa.mat	SMOTE	0.623244	0.592944	0.597117	0.568280	0.603323
